786,149,,,Novel,,,Baseline
920,,,,Failure,,,Failure
774,,,,9,,,21
70,135,,,,,,
,,,,,,,
-,130,,,,,,
290,,,,,,,
321,,,,,,,
422,,,,,,,
452,,,,,,,
430,,,,,,,
268,,,,,,,
745,,,,,,,
778,157,,,,,,
506,,,,,,,
,144,,,,,,
,,,,,,,
477,182,,,,,,
429,,,,,,,
,,,,,,,
865,,,,,,,
,144,,,,,,
,154,,,,,,
245,,,,,,,
,,,,,,,
270,,,,,,,
,,,,,,,
80,163,,,,,,
709,,,,,,,
970,,,,,,,
