612.1205658,635.4353198,930.8031488,1249.16021,936.5123256,700.7431544,2337.899741,366.5976706,134.8795446,4690.243275,84.9521486,2696.708475,1365.122868,1012.104521,2161.296957,1599.992373,2059.321486,668.3230653,1279.947349,531.7415594,3065.661948,665.6474772,2881.712577,289.6787728,476.9448578,963.181497,149.296518,1264.435198,186.6988405,4562.110117,,1351.975785
612.1205658,635.4353198,930.8031488,1249.16021,928.9753307,700.7431544,2337.899741,366.5976706,134.8795446,4690.243275,84.9521486,1773.907263,1365.122868,1012.104521,2161.296957,1599.992373,2059.321486,667.806614,1263.955248,511.8987605,3796.771455,661.2307392,2881.712577,289.6787728,469.7583817,963.181497,144.7104667,1264.435198,186.6988405,4562.110117,,1343.583475
612.1205658,635.4353198,930.8031488,1249.16021,925.1863015,700.7431544,2337.899741,366.5976706,134.8795446,4690.243275,84.9521486,1736.768747,1365.122868,1012.104521,2161.296957,1599.992373,3028.979694,667.806614,1263.955248,501.8728405,3764.361195,658.9444066,2881.712577,289.6787728,466.0718852,140.3488734,144.7104667,898.1625098,186.6988405,4562.110117,,1333.290686
612.1205658,635.4353198,930.8031488,1249.16021,923.2513388,700.7431544,2337.899741,366.5976706,134.8795446,4690.243275,84.9521486,1717.692375,1365.122868,1012.104521,2161.296957,1583.864061,2936.240309,667.806614,1263.955248,496.738981,3747.577782,657.7585051,2881.712577,289.6787728,464.1690204,140.3488734,144.7104667,877.2417906,186.6988405,4562.110117,,1327.430493
612.1205658,635.4353198,930.8031488,1249.16021,922.2548327,700.7431544,2337.899741,366.5976706,134.8795446,3254.786863,84.9521486,389.8747096,1365.122868,1012.104521,2161.296957,1583.864061,2888.833206,667.806614,1263.955248,494.0912583,3738.870563,657.1427373,2881.712577,289.6787728,463.1835166,140.3488734,144.7104667,866.547604,186.6988405,4562.110117,,1232.919557
612.1205658,635.4353198,930.8031488,1249.16021,921.7393367,700.7431544,2337.899741,366.5976706,134.8795446,3195.174576,84.9521486,389.8747096,1365.122868,1012.104521,2161.296957,1583.864061,2864.409485,667.806614,1263.955248,492.7205544,3734.348918,656.8228288,2881.712577,289.6787728,462.6722107,140.3488734,144.7104667,861.0367682,186.6988405,4562.110117,,1229.69336
624.6745303,635.4353198,930.8031488,1249.16021,921.4720437,700.7431544,2337.899741,366.5976706,134.8795446,3164.857594,84.9521486,389.8747096,1365.122868,1012.104521,2161.296957,725.1706844,2864.409485,667.806614,1263.955248,492.0095439,3731.999658,656.6565795,2881.712577,289.6787728,462.4066835,140.3488734,144.7104667,859.3786599,186.6988405,4562.110117,,1200.297565
617.4874804,635.4353198,930.8031488,1249.16021,921.3332856,700.7431544,2337.899741,366.5976706,134.8795446,3149.277539,84.9521486,389.8747096,1365.122868,1012.104521,2161.296957,717.5155457,4126.342086,667.806614,1263.955248,491.6403469,3730.778761,656.5701703,2881.712577,289.6787728,462.2687247,140.3488734,144.7104667,859.3786599,186.6988405,4562.110117,,1241.282803
613.7958515,635.4353198,930.8031488,1249.16021,921.2612108,700.7431544,2337.899741,366.5976706,134.8795446,3144.595568,84.9521486,389.8747096,1365.122868,1012.104521,2161.296957,713.6348146,4062.609976,970.2613697,1263.955248,491.4485355,3730.144182,656.5252551,2881.712577,289.6787728,462.1970279,140.3488734,144.7104667,859.3786599,186.6988405,4562.110117,,1248.797911
611.8887776,635.4353198,930.8031488,1249.16021,921.2237569,700.7431544,2337.899741,366.5976706,134.8795446,2477.464914,84.9521486,389.8747096,1365.122868,1012.104521,2161.296957,711.6437346,4029.770778,942.4139139,1263.955248,491.3488543,3729.814327,656.5019074,2881.712577,289.6787728,462.1597623,140.3488734,144.7104667,859.3786599,186.6988405,4562.110117,,1224.389809
