475,151,,,Novel,,,Baseline
325,,,,Failure,,,Failure
197,153,,,4,,,17
358,153,,,,,,
592,,,,,,,
,,,,,,,
462,,,,,,,
310,168,,,,,,
628,128,,,,,,
528,,,,,,,
477,138,,,,,,
430,,,,,,,
862,438,,,,,,
946,166,,,,,,
231,157,,,,,,
519,,,,,,,
543,205,,,,,,
448,,,,,,,
330,40,,,,,,
543,,,,,,,
,,,,,,,
311,141,,,,,,
866,,,,,,,
667,,,,,,,
,,,,,,,
273,155,,,,,,
,,,,,,,
481,,,,,,,
453,,,,,,,
513,,,,,,,
